run_id,technique,config_index,selection_metric,fit_seconds,num_features_fit,max_features,ngram_range,min_df,max_df,sublinear_tf,C,class_weight,validation_threshold,validation_support,validation_positive_support,validation_negative_support,validation_positive_rate,validation_accuracy,validation_balanced_accuracy,validation_positive_precision,validation_positive_recall,validation_positive_f1,validation_macro_f1,validation_weighted_f1,validation_roc_auc,validation_pr_auc,validation_brier_score,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_positive_rate,validation_false_negative_rate
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,94,validation_positive_f1,1.1903431415557861,1050,20000,"[1, 1]",5,0.95,True,3.0,balanced,0.54,450,169,281,0.37555555555555553,0.8044444444444444,0.793889111162585,0.7341040462427746,0.7514792899408284,0.7426900584795322,0.792491982644784,0.8048871282148022,0.8754869548737603,0.8278718464211902,0.14371560729817798,235,46,42,127,0.16370106761565836,0.2485207100591716
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,166,validation_positive_f1,1.214104413986206,1050,50000,"[1, 1]",5,0.95,True,3.0,balanced,0.54,450,169,281,0.37555555555555553,0.8044444444444444,0.793889111162585,0.7341040462427746,0.7514792899408284,0.7426900584795322,0.792491982644784,0.8048871282148022,0.8754869548737603,0.8278718464211902,0.14371560729817798,235,46,42,127,0.16370106761565836,0.2485207100591716
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,54,validation_positive_f1,1.4074053764343262,10000,10000,"[1, 3]",1,0.95,True,3.0,balanced,0.49,450,169,281,0.37555555555555553,0.8022222222222222,0.7932889721830318,0.7272727272727273,0.757396449704142,0.7420289855072464,0.7908343125734429,0.8029814161988076,0.8879108846259134,0.8510634633832543,0.13458626323418751,233,48,41,128,0.1708185053380783,0.24260355029585798
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,13,validation_positive_f1,1.212292194366455,2667,10000,"[1, 1]",2,0.95,True,3.0,,0.32,450,169,281,0.37555555555555553,0.7755555555555556,0.7919834066836531,0.6531531531531531,0.8579881656804734,0.7416879795396419,0.7716298443867169,0.7790820418597667,0.877424245614774,0.8363781841512393,0.134207288844855,204,77,24,145,0.27402135231316727,0.14201183431952663
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,85,validation_positive_f1,1.228445053100586,2667,20000,"[1, 1]",2,0.95,True,3.0,,0.32,450,169,281,0.37555555555555553,0.7755555555555556,0.7919834066836531,0.6531531531531531,0.8579881656804734,0.7416879795396419,0.7716298443867169,0.7790820418597667,0.877424245614774,0.8363781841512393,0.134207288844855,204,77,24,145,0.27402135231316727,0.14201183431952663
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,157,validation_positive_f1,1.2589609622955322,2667,50000,"[1, 1]",2,0.95,True,3.0,,0.32,450,169,281,0.37555555555555553,0.7755555555555556,0.7919834066836531,0.6531531531531531,0.8579881656804734,0.7416879795396419,0.7716298443867169,0.7790820418597667,0.877424245614774,0.8363781841512393,0.134207288844855,204,77,24,145,0.27402135231316727,0.14201183431952663
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,62,validation_positive_f1,1.3523309230804443,9989,10000,"[1, 3]",2,0.95,True,3.0,balanced,0.49,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8882899197708943,0.8516821095914119,0.13426250503733844,231,50,40,129,0.17793594306049823,0.23668639053254437
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,134,validation_positive_f1,1.3930096626281738,9989,20000,"[1, 3]",2,0.95,True,3.0,balanced,0.49,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8882899197708943,0.8516821095914119,0.13426250503733844,231,50,40,129,0.17793594306049823,0.23668639053254437
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,206,validation_positive_f1,1.3694157600402832,9989,50000,"[1, 3]",2,0.95,True,3.0,balanced,0.49,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8882899197708943,0.8516821095914119,0.13426250503733844,231,50,40,129,0.17793594306049823,0.23668639053254437
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,15,validation_positive_f1,1.2203962802886963,2667,10000,"[1, 1]",2,0.95,True,10.0,,0.43,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8691486449493566,0.82665794428749,0.14218317467706942,231,50,40,129,0.17793594306049823,0.23668639053254437
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,87,validation_positive_f1,1.2671079635620117,2667,20000,"[1, 1]",2,0.95,True,10.0,,0.43,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8691486449493566,0.82665794428749,0.14218317467706942,231,50,40,129,0.17793594306049823,0.23668639053254437
LOG-REG_TF-IDF_20260627_193213,LOG-REG_TF-IDF,159,validation_positive_f1,1.2386784553527832,2667,50000,"[1, 1]",2,0.95,True,10.0,,0.43,450,169,281,0.37555555555555553,0.8,0.7926888332034787,0.7206703910614525,0.7633136094674556,0.7413793103448276,0.7891679160419791,0.8010619690154923,0.8691486449493566,0.82665794428749,0.14218317467706942,231,50,40,129,0.17793594306049823,0.23668639053254437
