run_id,technique,config_index,selection_metric,fit_seconds,num_features_fit,calibration_method,calibration_cv,word_max_features,word_ngram_range,char_max_features,char_ngram_range,min_df,max_df,sublinear_tf,C,class_weight,validation_threshold,validation_support,validation_positive_support,validation_negative_support,validation_positive_rate,validation_accuracy,validation_balanced_accuracy,validation_positive_precision,validation_positive_recall,validation_positive_f1,validation_macro_f1,validation_weighted_f1,validation_roc_auc,validation_pr_auc,validation_brier_score,validation_tn,validation_fp,validation_fn,validation_tp,validation_false_positive_rate,validation_false_negative_rate
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,32,validation_positive_f1,1.9024455547332764,70000,sigmoid,3,20000,"[1, 2]",50000,"[3, 6]",1,0.95,True,0.1,balanced,0.5,450,169,281,0.37555555555555553,0.8133333333333334,0.7903935648255386,0.7814569536423841,0.6982248520710059,0.7375,0.7963362068965518,0.8109798850574713,0.8854471561835371,0.8503844394769107,0.13893204617260083,248,33,51,118,0.11743772241992882,0.30177514792899407
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,31,validation_positive_f1,1.909637451171875,70000,sigmoid,3,20000,"[1, 2]",50000,"[3, 6]",1,0.95,True,0.1,,0.39,450,169,281,0.37555555555555553,0.7822222222222223,0.7878877213670534,0.6748768472906403,0.8106508875739645,0.7365591397849462,0.7754765395894428,0.7851626479852287,0.8845416833371939,0.8511150727934133,0.1384502921449831,215,66,32,137,0.23487544483985764,0.1893491124260355
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,21,validation_positive_f1,1.9186179637908936,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7866663858998926,0.6543778801843319,0.8402366863905325,0.7357512953367875,0.7686538577851253,0.7768429399944893,0.8683484596432858,0.8300313513373011,0.1504511786069743,206,75,27,142,0.2669039145907473,0.15976331360946747
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,69,validation_positive_f1,1.9034004211425781,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7866663858998926,0.6543778801843319,0.8402366863905325,0.7357512953367875,0.7686538577851253,0.7768429399944893,0.8683484596432858,0.8300313513373011,0.1504511786069743,206,75,27,142,0.2669039145907473,0.15976331360946747
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,9,validation_positive_f1,1.9425082206726074,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7854871654488408,0.6558139534883721,0.834319526627219,0.734375,0.7683502906976745,0.7768063630490957,0.8678220219419235,0.8291926406634299,0.1507824974815424,207,74,28,141,0.26334519572953735,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,57,validation_positive_f1,1.8835761547088623,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7854871654488408,0.6558139534883721,0.834319526627219,0.734375,0.7683502906976745,0.7768063630490957,0.8678220219419235,0.8291926406634299,0.1507824974815424,207,74,28,141,0.26334519572953735,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,8,validation_positive_f1,1.8229491710662842,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,0.1,balanced,0.4,450,169,281,0.37555555555555553,0.7822222222222223,0.7855292804649497,0.678391959798995,0.7988165680473372,0.7336956521739131,0.7747425629290619,0.7849586829392322,0.8813409421129104,0.8451567249387314,0.14040793350975225,217,64,34,135,0.2277580071174377,0.20118343195266272
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,56,validation_positive_f1,1.79832124710083,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,0.1,balanced,0.4,450,169,281,0.37555555555555553,0.7822222222222223,0.7855292804649497,0.678391959798995,0.7988165680473372,0.7336956521739131,0.7747425629290619,0.7849586829392322,0.8813409421129104,0.8451567249387314,0.14040793350975225,217,64,34,135,0.2277580071174377,0.20118343195266272
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,1,validation_positive_f1,1.9562723636627197,42056,sigmoid,3,20000,"[1, 1]",50000,"[3, 5]",1,0.95,True,0.1,,0.42000000000000004,450,169,281,0.37555555555555553,0.7933333333333333,0.7861715344606119,0.7111111111111111,0.757396449704142,0.7335243553008596,0.7823701631313735,0.7945273419691903,0.8796142264524417,0.8452477158091856,0.1400947763525223,229,52,41,128,0.18505338078291814,0.24260355029585798
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,13,validation_positive_f1,1.6983273029327393,42056,sigmoid,3,20000,"[1, 1]",100000,"[3, 5]",1,0.95,True,0.1,,0.42000000000000004,450,169,281,0.37555555555555553,0.7933333333333333,0.7861715344606119,0.7111111111111111,0.757396449704142,0.7335243553008596,0.7823701631313735,0.7945273419691903,0.8796142264524417,0.8452477158091856,0.1400947763525223,229,52,41,128,0.18505338078291814,0.24260355029585798
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,49,validation_positive_f1,1.7002439498901367,42056,sigmoid,3,50000,"[1, 1]",50000,"[3, 5]",1,0.95,True,0.1,,0.42000000000000004,450,169,281,0.37555555555555553,0.7933333333333333,0.7861715344606119,0.7111111111111111,0.757396449704142,0.7335243553008596,0.7823701631313735,0.7945273419691903,0.8796142264524417,0.8452477158091856,0.1400947763525223,229,52,41,128,0.18505338078291814,0.24260355029585798
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,61,validation_positive_f1,1.6997604370117188,42056,sigmoid,3,50000,"[1, 1]",100000,"[3, 5]",1,0.95,True,0.1,,0.42000000000000004,450,169,281,0.37555555555555553,0.7933333333333333,0.7861715344606119,0.7111111111111111,0.757396449704142,0.7335243553008596,0.7823701631313735,0.7945273419691903,0.8796142264524417,0.8452477158091856,0.1400947763525223,229,52,41,128,0.18505338078291814,0.24260355029585798
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,22,validation_positive_f1,1.955519199371338,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,1.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8693381625218473,0.829918879429167,0.15074624137111142,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,70,validation_positive_f1,1.9268529415130615,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,1.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8693381625218473,0.829918879429167,0.15074624137111142,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,10,validation_positive_f1,1.9402666091918945,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,1.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8687274947882667,0.8291329267171889,0.15107283408584887,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,58,validation_positive_f1,1.9221985340118408,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,1.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8687274947882667,0.8291329267171889,0.15107283408584887,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,23,validation_positive_f1,2.157235622406006,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,3.0,,0.38,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8616311145739014,0.823048540686374,0.15491154761704642,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,71,validation_positive_f1,2.1776626110076904,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,3.0,,0.38,450,169,281,0.37555555555555553,0.7755555555555556,0.7849080839773421,0.6619047619047619,0.8224852071005917,0.7335092348284961,0.7698256346887202,0.7788643830983759,0.8616311145739014,0.823048540686374,0.15491154761704642,210,71,30,139,0.2526690391459075,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,24,validation_positive_f1,2.2000317573547363,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,3.0,balanced,0.39,450,169,281,0.37555555555555553,0.7777777777777778,0.7843290025058435,0.6682926829268293,0.8106508875739645,0.732620320855615,0.7712531262072753,0.7808684022059107,0.8625576449282992,0.8239343430608604,0.1549250000356291,213,68,32,137,0.24199288256227758,0.1893491124260355
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,72,validation_positive_f1,2.2270348072052,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,3.0,balanced,0.39,450,169,281,0.37555555555555553,0.7777777777777778,0.7843290025058435,0.6682926829268293,0.8106508875739645,0.732620320855615,0.7712531262072753,0.7808684022059107,0.8625576449282992,0.8239343430608604,0.1549250000356291,213,68,32,137,0.24199288256227758,0.1893491124260355
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,20,validation_positive_f1,1.8266680240631104,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,0.1,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7837078060182359,0.6527777777777778,0.834319526627219,0.7324675324675325,0.7662337662337663,0.7746378066378067,0.8813830571290193,0.8453011332730389,0.14023929127533785,206,75,28,141,0.2669039145907473,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,68,validation_positive_f1,1.8045337200164795,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,0.1,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7837078060182359,0.6527777777777778,0.834319526627219,0.7324675324675325,0.7662337662337663,0.7746378066378067,0.8813830571290193,0.8453011332730389,0.14023929127533785,206,75,28,141,0.2669039145907473,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,19,validation_positive_f1,1.8329873085021973,60496,sigmoid,3,20000,"[1, 1]",100000,"[3, 6]",1,0.95,True,0.1,,0.43,450,169,281,0.37555555555555553,0.7933333333333333,0.7838130935585084,0.7159090909090909,0.7455621301775148,0.7304347826086957,0.7814336075205641,0.794126648387518,0.8806249868390574,0.8461933520184818,0.13984925893264996,231,50,43,126,0.17793594306049823,0.25443786982248523
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,67,validation_positive_f1,1.8140227794647217,60496,sigmoid,3,50000,"[1, 1]",100000,"[3, 6]",1,0.95,True,0.1,,0.43,450,169,281,0.37555555555555553,0.7933333333333333,0.7838130935585084,0.7159090909090909,0.7455621301775148,0.7304347826086957,0.7814336075205641,0.794126648387518,0.8806249868390574,0.8461933520184818,0.13984925893264996,231,50,43,126,0.17793594306049823,0.25443786982248523
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,7,validation_positive_f1,1.7867674827575684,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,0.1,,0.43,450,169,281,0.37555555555555553,0.7933333333333333,0.7838130935585084,0.7159090909090909,0.7455621301775148,0.7304347826086957,0.7814336075205641,0.794126648387518,0.880098549137695,0.8452699755555588,0.1400178637654582,231,50,43,126,0.17793594306049823,0.25443786982248523
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,55,validation_positive_f1,1.8639509677886963,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,0.1,,0.43,450,169,281,0.37555555555555553,0.7933333333333333,0.7838130935585084,0.7159090909090909,0.7455621301775148,0.7304347826086957,0.7814336075205641,0.794126648387518,0.880098549137695,0.8452699755555588,0.1400178637654582,231,50,43,126,0.17793594306049823,0.25443786982248523
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,11,validation_positive_f1,2.0971460342407227,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,3.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7819495040956853,0.6602870813397129,0.8165680473372781,0.7301587301587301,0.7673782156540777,0.7766417320440309,0.8610625618564299,0.8224843924457805,0.15525762209276348,210,71,31,138,0.2526690391459075,0.1834319526627219
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,59,validation_positive_f1,2.091041326522827,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,3.0,,0.38,450,169,281,0.37555555555555553,0.7733333333333333,0.7819495040956853,0.6602870813397129,0.8165680473372781,0.7301587301587301,0.7673782156540777,0.7766417320440309,0.8610625618564299,0.8224843924457805,0.15525762209276348,210,71,31,138,0.2526690391459075,0.1834319526627219
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,3,validation_positive_f1,1.8255324363708496,42056,sigmoid,3,20000,"[1, 1]",50000,"[3, 5]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7813493651161321,0.6556603773584906,0.8224852071005917,0.7296587926509186,0.7656001092349005,0.7745455035846915,0.8675693318452694,0.8301138877485019,0.15071674157740886,208,73,30,139,0.2597864768683274,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,15,validation_positive_f1,1.7844185829162598,42056,sigmoid,3,20000,"[1, 1]",100000,"[3, 5]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7813493651161321,0.6556603773584906,0.8224852071005917,0.7296587926509186,0.7656001092349005,0.7745455035846915,0.8675693318452694,0.8301138877485019,0.15071674157740886,208,73,30,139,0.2597864768683274,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,51,validation_positive_f1,1.79128098487854,42056,sigmoid,3,50000,"[1, 1]",50000,"[3, 5]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7813493651161321,0.6556603773584906,0.8224852071005917,0.7296587926509186,0.7656001092349005,0.7745455035846915,0.8675693318452694,0.8301138877485019,0.15071674157740886,208,73,30,139,0.2597864768683274,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,63,validation_positive_f1,1.7582745552062988,42056,sigmoid,3,50000,"[1, 1]",100000,"[3, 5]",1,0.95,True,1.0,,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7813493651161321,0.6556603773584906,0.8224852071005917,0.7296587926509186,0.7656001092349005,0.7745455035846915,0.8675693318452694,0.8301138877485019,0.15071674157740886,208,73,30,139,0.2597864768683274,0.17751479289940827
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,2,validation_positive_f1,1.73567533493042,42056,sigmoid,3,20000,"[1, 1]",50000,"[3, 5]",1,0.95,True,0.1,balanced,0.34,450,169,281,0.37555555555555553,0.7511111111111111,0.7794857756533091,0.6163265306122448,0.893491124260355,0.7294685990338164,0.7495079620683486,0.7544955368680543,0.880477584282676,0.844884022562256,0.1404472236178041,187,94,18,151,0.33451957295373663,0.10650887573964497
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,14,validation_positive_f1,1.726534366607666,42056,sigmoid,3,20000,"[1, 1]",100000,"[3, 5]",1,0.95,True,0.1,balanced,0.34,450,169,281,0.37555555555555553,0.7511111111111111,0.7794857756533091,0.6163265306122448,0.893491124260355,0.7294685990338164,0.7495079620683486,0.7544955368680543,0.880477584282676,0.844884022562256,0.1404472236178041,187,94,18,151,0.33451957295373663,0.10650887573964497
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,50,validation_positive_f1,1.736921787261963,42056,sigmoid,3,50000,"[1, 1]",50000,"[3, 5]",1,0.95,True,0.1,balanced,0.34,450,169,281,0.37555555555555553,0.7511111111111111,0.7794857756533091,0.6163265306122448,0.893491124260355,0.7294685990338164,0.7495079620683486,0.7544955368680543,0.880477584282676,0.844884022562256,0.1404472236178041,187,94,18,151,0.33451957295373663,0.10650887573964497
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,62,validation_positive_f1,1.709582805633545,42056,sigmoid,3,50000,"[1, 1]",100000,"[3, 5]",1,0.95,True,0.1,balanced,0.34,450,169,281,0.37555555555555553,0.7511111111111111,0.7794857756533091,0.6163265306122448,0.893491124260355,0.7294685990338164,0.7495079620683486,0.7544955368680543,0.880477584282676,0.844884022562256,0.1404472236178041,187,94,18,151,0.33451957295373663,0.10650887573964497
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,12,validation_positive_f1,2.1357412338256836,56313,sigmoid,3,20000,"[1, 1]",50000,"[3, 6]",1,0.95,True,3.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7813704226241867,0.6666666666666666,0.8047337278106509,0.7292225201072386,0.7687858331086478,0.7786327021223318,0.8619469771947188,0.8231344026547356,0.15527212580023986,213,68,33,136,0.24199288256227758,0.1952662721893491
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,60,validation_positive_f1,2.152503728866577,56313,sigmoid,3,50000,"[1, 1]",50000,"[3, 6]",1,0.95,True,3.0,balanced,0.39,450,169,281,0.37555555555555553,0.7755555555555556,0.7813704226241867,0.6666666666666666,0.8047337278106509,0.7292225201072386,0.7687858331086478,0.7786327021223318,0.8619469771947188,0.8231344026547356,0.15527212580023986,213,68,33,136,0.24199288256227758,0.1952662721893491
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,5,validation_positive_f1,1.9793510437011719,42056,sigmoid,3,20000,"[1, 1]",50000,"[3, 5]",1,0.95,True,3.0,,0.37,450,169,281,0.37555555555555553,0.7666666666666667,0.7801490871570258,0.6467889908256881,0.834319526627219,0.7286821705426356,0.7620019039847681,0.7702948154192543,0.8608309292678304,0.8229102927569651,0.15520824291847204,204,77,28,141,0.27402135231316727,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,17,validation_positive_f1,1.9712064266204834,42056,sigmoid,3,20000,"[1, 1]",100000,"[3, 5]",1,0.95,True,3.0,,0.37,450,169,281,0.37555555555555553,0.7666666666666667,0.7801490871570258,0.6467889908256881,0.834319526627219,0.7286821705426356,0.7620019039847681,0.7702948154192543,0.8608309292678304,0.8229102927569651,0.15520824291847204,204,77,28,141,0.27402135231316727,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,53,validation_positive_f1,1.9935786724090576,42056,sigmoid,3,50000,"[1, 1]",50000,"[3, 5]",1,0.95,True,3.0,,0.37,450,169,281,0.37555555555555553,0.7666666666666667,0.7801490871570258,0.6467889908256881,0.834319526627219,0.7286821705426356,0.7620019039847681,0.7702948154192543,0.8608309292678304,0.8229102927569651,0.15520824291847204,204,77,28,141,0.27402135231316727,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,65,validation_positive_f1,1.935121774673462,42056,sigmoid,3,50000,"[1, 1]",100000,"[3, 5]",1,0.95,True,3.0,,0.37,450,169,281,0.37555555555555553,0.7666666666666667,0.7801490871570258,0.6467889908256881,0.834319526627219,0.7286821705426356,0.7620019039847681,0.7702948154192543,0.8608309292678304,0.8229102927569651,0.15520824291847204,204,77,28,141,0.27402135231316727,0.16568047337278108
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,6,validation_positive_f1,1.9832983016967773,42056,sigmoid,3,20000,"[1, 1]",50000,"[3, 5]",1,0.95,True,3.0,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7801701446650804,0.6571428571428571,0.8165680473372781,0.7282321899736148,0.7652677264647345,0.7744854599914132,0.8620312072269368,0.8237441038881892,0.155230279158159,209,72,31,138,0.25622775800711745,0.1834319526627219
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,18,validation_positive_f1,1.9659125804901123,42056,sigmoid,3,20000,"[1, 1]",100000,"[3, 5]",1,0.95,True,3.0,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7801701446650804,0.6571428571428571,0.8165680473372781,0.7282321899736148,0.7652677264647345,0.7744854599914132,0.8620312072269368,0.8237441038881892,0.155230279158159,209,72,31,138,0.25622775800711745,0.1834319526627219
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,54,validation_positive_f1,2.034228563308716,42056,sigmoid,3,50000,"[1, 1]",50000,"[3, 5]",1,0.95,True,3.0,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7801701446650804,0.6571428571428571,0.8165680473372781,0.7282321899736148,0.7652677264647345,0.7744854599914132,0.8620312072269368,0.8237441038881892,0.155230279158159,209,72,31,138,0.25622775800711745,0.1834319526627219
LIN-SVM_WORD-CHAR-TF-IDF_20260708_095719,LIN-SVM_WORD-CHAR-TF-IDF,66,validation_positive_f1,1.9822556972503662,42056,sigmoid,3,50000,"[1, 1]",100000,"[3, 5]",1,0.95,True,3.0,balanced,0.38,450,169,281,0.37555555555555553,0.7711111111111111,0.7801701446650804,0.6571428571428571,0.8165680473372781,0.7282321899736148,0.7652677264647345,0.7744854599914132,0.8620312072269368,0.8237441038881892,0.155230279158159,209,72,31,138,0.25622775800711745,0.1834319526627219
